Customer_ID,Age,Gender,City,Monthly_Income,Spending_Score,Purchase_Amount,Product_Category,Purchase_Date
427,47,Female,Hyderabad,68200,98,15908,Sports,2025-03-02
428,36,Male,Delhi,31002,15,28081,Groceries,2025-03-03
429,34,Female,Chennai,33947,96,38228,Furniture,2025-03-04
430,36,Female,Chennai,99222,61,24386,Electronics,2025-03-05
431,45,Female,Chennai,114840,21,47754,Sports,2025-03-06
432,43,Male,Mumbai,136219,46,46406,Sports,2025-03-07
433,54,Female,Chennai,98610,69,29302,Furniture,2025-03-08
434,43,Male,Hyderabad,72142,6,20212,Electronics,2025-03-09
435,40,Female,Delhi,76307,38,36618,Electronics,2025-03-10
436,26,Female,Bangalore,24493,62,47067,Furniture,2025-03-11
437,29,Male,Hyderabad,144023,86,11698,Clothing,2025-03-12
438,18,Female,Hyderabad,70085,62,5594,Sports,2025-03-13
439,18,Male,Chennai,54228,82,26525,Sports,2025-03-14
440,64,Male,Mumbai,99676,78,15282,Groceries,2025-03-15
441,51,Female,Delhi,71875,74,15334,Furniture,2025-03-16
442,49,Male,Mumbai,51655,46,30179,Groceries,2025-03-17
443,42,Female,Delhi,63472,13,7644,Groceries,2025-03-18
444,57,Female,Delhi,69437,95,36618,Electronics,2025-03-19
445,62,Male,Mumbai,69416,94,48701,Sports,2025-03-20
446,18,Male,Hyderabad,79711,3,33933,Groceries,2025-03-21
447,33,Male,Delhi,26816,94,44469,Electronics,2025-03-22
448,56,Male,Mumbai,97175,6,34687,Furniture,2025-03-23
449,22,Female,Delhi,84307,93,42073,Groceries,2025-03-24
450,39,Female,Bangalore,132728,8,18375,Sports,2025-03-25
451,46,Male,Hyderabad,66733,44,49483,Groceries,2025-03-26
452,20,Female,Chennai,148202,33,31926,Furniture,2025-03-27
453,29,Female,Delhi,115028,81,37607,Groceries,2025-03-28
454,43,Female,Bangalore,136450,75,18642,Sports,2025-03-29
455,33,Female,Chennai,31240,77,24993,Electronics,2025-03-30
456,54,Male,Chennai,118234,50,45386,Sports,2025-03-31
457,39,Male,Delhi,112493,11,47287,Electronics,2025-04-01
458,46,Female,Mumbai,145149,95,22188,Clothing,2025-04-02
459,31,Male,Delhi,118344,28,33596,Sports,2025-04-03
460,45,Male,Bangalore,91363,70,28772,Sports,2025-04-04
461,22,Male,Chennai,52762,41,31857,Furniture,2025-04-05
462,64,Female,Delhi,28259,16,11776,Groceries,2025-04-06
463,47,Female,Mumbai,70139,68,33835,Electronics,2025-04-07
464,63,Female,Delhi,148775,99,10788,Electronics,2025-04-08
465,22,Male,Hyderabad,34849,48,6660,Furniture,2025-04-09
466,29,Female,Mumbai,101768,56,5478,Furniture,2025-04-10
467,33,Female,Bangalore,126108,64,9210,Groceries,2025-04-11
468,43,Male,Chennai,109709,59,11922,Groceries,2025-04-12
469,43,Female,Delhi,74869,90,37289,Sports,2025-04-13
470,38,Female,Mumbai,146888,62,34340,Clothing,2025-04-14
471,56,Male,Hyderabad,83095,76,40850,Groceries,2025-04-15
472,53,Male,Mumbai,137886,11,39163,Furniture,2025-04-16
473,50,Male,Hyderabad,90910,89,49175,Groceries,2025-04-17
474,47,Female,Bangalore,106710,18,19642,Electronics,2025-04-18
475,54,Female,Chennai,43567,19,12094,Clothing,2025-04-19
476,40,Female,Bangalore,55292,87,23423,Sports,2025-04-20
477,27,Male,Delhi,94813,55,34418,Electronics,2025-04-21
478,22,Male,Mumbai,117136,82,6741,Electronics,2025-04-22
479,53,Female,Hyderabad,71631,26,47049,Clothing,2025-04-23
480,51,Female,Hyderabad,29885,6,7838,Sports,2025-04-24
481,48,Male,Mumbai,79659,4,4262,Furniture,2025-04-25
482,27,Male,Mumbai,74306,29,5996,Sports,2025-04-26
483,36,Male,Delhi,86314,59,45594,Groceries,2025-04-27
484,49,Male,Bangalore,85087,98,23164,Electronics,2025-04-28
485,18,Female,Hyderabad,49165,17,36595,Groceries,2025-04-29
486,22,Male,Delhi,78929,43,31257,Furniture,2025-04-30
487,62,Female,Bangalore,87028,80,15211,Groceries,2025-05-01
488,21,Female,Delhi,115998,66,31453,Sports,2025-05-02
489,33,Female,Hyderabad,69812,34,6232,Groceries,2025-05-03
490,41,Male,Mumbai,70500,8,3217,Furniture,2025-05-04
491,33,Male,Mumbai,99151,13,25229,Furniture,2025-05-05
492,19,Male,Bangalore,78643,8,15232,Furniture,2025-05-06
493,45,Male,Chennai,64900,94,26613,Sports,2025-05-07
494,49,Female,Bangalore,62946,96,15026,Furniture,2025-05-08
495,44,Male,Chennai,27851,100,29554,Electronics,2025-05-09
496,37,Male,Delhi,36288,94,31908,Furniture,2025-05-10
497,41,Female,Delhi,92692,65,20610,Groceries,2025-05-11
498,29,Male,Hyderabad,87580,43,47646,Groceries,2025-05-12
499,52,Female,Chennai,27368,39,40605,Groceries,2025-05-13
500,50,Female,Hyderabad,105436,81,8031,Sports,2025-05-14
501,50,Female,Mumbai,116136,59,48574,Groceries,2025-05-15
502,60,Female,Chennai,66403,84,26515,Sports,2025-05-16
503,54,Female,Bangalore,111170,88,37484,Sports,2025-05-17
504,29,Female,Mumbai,29168,86,37182,Furniture,2025-05-18
505,20,Female,Mumbai,106497,93,1570,Electronics,2025-05-19
506,18,Female,Bangalore,69879,86,33254,Furniture,2025-05-20
507,50,Male,Mumbai,79871,44,20288,Furniture,2025-05-21
508,57,Male,Chennai,129632,9,14288,Sports,2025-05-22
509,27,Male,Hyderabad,131623,37,30877,Sports,2025-05-23
510,60,Male,Mumbai,109388,74,19889,Groceries,2025-05-24
511,61,Female,Chennai,118646,36,1917,Groceries,2025-05-25
512,46,Male,Delhi,52174,92,11066,Furniture,2025-05-26
513,30,Female,Chennai,119751,28,30504,Clothing,2025-05-27
514,29,Male,Hyderabad,112491,42,7982,Clothing,2025-05-28
515,48,Male,Chennai,26581,43,40104,Groceries,2025-05-29
516,63,Male,Bangalore,130155,85,19062,Clothing,2025-05-30
517,19,Female,Hyderabad,91853,88,17999,Groceries,2025-05-31
518,52,Male,Delhi,84046,42,10941,Sports,2025-06-01
519,40,Female,Bangalore,69678,66,24470,Furniture,2025-06-02
520,34,Female,Chennai,128392,55,46148,Electronics,2025-06-03
521,43,Male,Hyderabad,131250,72,22133,Furniture,2025-06-04
522,25,Male,Delhi,46649,48,45435,Groceries,2025-06-05
523,46,Male,Bangalore,147795,91,5529,Groceries,2025-06-06
524,43,Female,Delhi,108668,22,18519,Furniture,2025-06-07
525,27,Male,Chennai,102325,27,13192,Groceries,2025-06-08
526,43,Female,Delhi,34567,93,9566,Clothing,2025-06-09
527,51,Female,Mumbai,100404,67,8226,Clothing,2025-06-10
528,58,Male,Bangalore,109906,13,38930,Groceries,2025-06-11
529,24,Male,Delhi,128069,45,22259,Groceries,2025-06-12
530,21,Female,Chennai,116019,10,35087,Clothing,2025-06-13
531,62,Female,Chennai,81944,100,2141,Groceries,2025-06-14
532,28,Female,Delhi,138428,9,5627,Groceries,2025-06-15
533,46,Male,Chennai,98002,54,48269,Furniture,2025-06-16
534,53,Female,Hyderabad,48803,27,3690,Electronics,2025-06-17
535,42,Male,Hyderabad,38230,34,41091,Clothing,2025-06-18
536,38,Female,Hyderabad,37862,1,4255,Furniture,2025-06-19
537,53,Female,Mumbai,63355,32,6213,Electronics,2025-06-20
538,27,Male,Delhi,51259,89,37876,Groceries,2025-06-21
539,54,Female,Mumbai,119075,93,20404,Groceries,2025-06-22
540,26,Male,Chennai,107445,71,26380,Furniture,2025-06-23
541,41,Male,Mumbai,50795,67,26520,Groceries,2025-06-24
542,52,Female,Chennai,134604,84,20173,Sports,2025-06-25
543,52,Male,Chennai,28770,20,24989,Furniture,2025-06-26
544,53,Male,Bangalore,31093,94,43570,Electronics,2025-06-27
545,35,Female,Hyderabad,66571,35,25519,Furniture,2025-06-28
546,56,Male,Chennai,20193,99,23439,Clothing,2025-06-29
547,49,Male,Bangalore,120311,91,12413,Furniture,2025-06-30
548,41,Male,Hyderabad,37569,90,15995,Groceries,2025-07-01
549,40,Female,Chennai,137082,78,24559,Groceries,2025-07-02
550,49,Male,Chennai,31190,17,46351,Sports,2025-07-03
551,54,Female,Mumbai,82824,18,24513,Sports,2025-07-04
552,29,Female,Mumbai,62752,45,6021,Sports,2025-07-05
553,30,Male,Hyderabad,52327,93,33464,Electronics,2025-07-06
554,40,Male,Chennai,62070,84,22119,Sports,2025-07-07
555,42,Male,Delhi,105925,53,30299,Electronics,2025-07-08
556,52,Female,Mumbai,60197,91,40350,Sports,2025-07-09
557,58,Male,Hyderabad,22261,82,47223,Electronics,2025-07-10
558,47,Male,Chennai,138424,68,26517,Furniture,2025-07-11
559,34,Male,Chennai,113905,65,14117,Furniture,2025-07-12
560,37,Male,Delhi,46512,1,23250,Groceries,2025-07-13
561,42,Male,Hyderabad,26716,58,19950,Electronics,2025-07-14
562,39,Female,Chennai,106795,26,18359,Clothing,2025-07-15
563,30,Female,Mumbai,48933,20,24596,Groceries,2025-07-16
564,36,Male,Delhi,127225,87,26530,Furniture,2025-07-17
565,53,Male,Hyderabad,24378,10,2262,Electronics,2025-07-18
566,29,Male,Delhi,60583,59,41150,Sports,2025-07-19
567,58,Male,Mumbai,132082,75,23615,Clothing,2025-07-20
568,36,Female,Hyderabad,105371,41,4327,Furniture,2025-07-21
569,29,Male,Delhi,49033,5,30768,Groceries,2025-07-22
570,26,Female,Bangalore,44000,65,29850,Electronics,2025-07-23
571,24,Female,Mumbai,131032,17,43788,Clothing,2025-07-24
572,45,Male,Mumbai,95868,22,17848,Electronics,2025-07-25
573,31,Female,Mumbai,62604,98,47830,Sports,2025-07-26
574,48,Female,Bangalore,88336,41,40542,Groceries,2025-07-27
575,36,Female,Bangalore,115074,93,16160,Electronics,2025-07-28
576,64,Female,Chennai,115655,68,34998,Furniture,2025-07-29
577,33,Male,Delhi,93869,69,28230,Groceries,2025-07-30
578,22,Male,Chennai,25410,11,10076,Furniture,2025-07-31
579,52,Female,Delhi,103375,56,4805,Electronics,2025-08-01
580,29,Male,Bangalore,76044,51,32085,Groceries,2025-08-02
581,42,Male,Bangalore,83315,21,15715,Furniture,2025-08-03
582,38,Male,Chennai,116055,99,6750,Sports,2025-08-04
583,53,Male,Hyderabad,91344,76,49395,Sports,2025-08-05
584,40,Male,Chennai,26796,26,14232,Electronics,2025-08-06
585,33,Female,Delhi,106716,19,36903,Groceries,2025-08-07
586,56,Male,Chennai,74245,60,7953,Clothing,2025-08-08
587,62,Male,Mumbai,63056,71,33093,Groceries,2025-08-09
588,59,Male,Delhi,37709,47,26500,Sports,2025-08-10
589,56,Male,Delhi,139664,71,23418,Furniture,2025-08-11
590,31,Female,Hyderabad,78557,26,35314,Clothing,2025-08-12
591,48,Female,Bangalore,37543,40,49225,Electronics,2025-08-13
592,22,Female,Delhi,57418,5,23449,Clothing,2025-08-14
593,52,Female,Bangalore,114611,21,18478,Electronics,2025-08-15
594,40,Male,Chennai,123291,78,36179,Clothing,2025-08-16
595,46,Female,Mumbai,133504,4,47881,Electronics,2025-08-17
596,60,Male,Hyderabad,123001,23,26338,Electronics,2025-08-18
597,28,Male,Bangalore,116038,84,27899,Clothing,2025-08-19
598,35,Male,Delhi,36724,15,5145,Clothing,2025-08-20
599,64,Male,Bangalore,23828,93,33101,Electronics,2025-08-21
600,29,Male,Delhi,136656,8,3775,Sports,2025-08-22
601,26,Female,Bangalore,37087,41,46961,Clothing,2025-08-23
602,27,Female,Delhi,32605,19,32647,Groceries,2025-08-24
603,61,Female,Chennai,51337,46,46619,Furniture,2025-08-25
604,34,Female,Delhi,25482,28,46838,Electronics,2025-08-26
605,55,Male,Delhi,85333,91,20539,Electronics,2025-08-27
606,24,Female,Mumbai,112541,68,37738,Furniture,2025-08-28
607,63,Male,Delhi,108296,15,27616,Sports,2025-08-29
608,30,Female,Mumbai,70952,99,15119,Furniture,2025-08-30
609,57,Male,Hyderabad,25463,37,26159,Clothing,2025-08-31
610,59,Male,Mumbai,132164,1,38099,Furniture,2025-09-01
611,26,Female,Chennai,90448,67,11295,Electronics,2025-09-02
612,44,Male,Mumbai,24648,24,35710,Furniture,2025-09-03
613,19,Male,Hyderabad,53623,27,25685,Groceries,2025-09-04
614,22,Female,Chennai,79156,40,26479,Clothing,2025-09-05
615,46,Male,Bangalore,55634,63,47172,Furniture,2025-09-06
616,54,Female,Bangalore,64602,61,34629,Electronics,2025-09-07
617,55,Female,Mumbai,134598,36,43043,Clothing,2025-09-08
618,36,Female,Mumbai,69334,98,18033,Electronics,2025-09-09
619,25,Male,Hyderabad,88648,93,37902,Sports,2025-09-10
620,62,Male,Hyderabad,42054,24,45571,Groceries,2025-09-11
621,18,Male,Delhi,90028,24,16408,Sports,2025-09-12
622,39,Female,Hyderabad,42207,4,18420,Groceries,2025-09-13
623,34,Male,Delhi,100650,67,17351,Furniture,2025-09-14
624,24,Female,Chennai,119821,34,5131,Clothing,2025-09-15
625,42,Female,Mumbai,101554,57,45825,Furniture,2025-09-16
626,62,Male,Chennai,41386,49,12349,Groceries,2025-09-17
627,21,Female,Hyderabad,103276,87,45254,Groceries,2025-09-18
628,53,Male,Chennai,79518,53,39225,Groceries,2025-09-19
629,23,Male,Chennai,72781,23,39847,Electronics,2025-09-20
630,48,Male,Chennai,72780,69,13453,Clothing,2025-09-21
631,36,Male,Hyderabad,81440,95,19814,Furniture,2025-09-22
632,61,Male,Chennai,64199,53,19263,Furniture,2025-09-23
633,56,Female,Delhi,81035,62,13158,Sports,2025-09-24
634,44,Female,Hyderabad,28210,41,16735,Groceries,2025-09-25
635,27,Female,Chennai,64363,57,16830,Groceries,2025-09-26
636,43,Male,Hyderabad,131175,60,48893,Groceries,2025-09-27
637,36,Male,Bangalore,98279,54,45673,Furniture,2025-09-28
638,56,Male,Delhi,80348,70,24926,Sports,2025-09-29
639,20,Female,Chennai,75284,57,46066,Electronics,2025-09-30
640,62,Male,Bangalore,127628,10,35779,Clothing,2025-10-01
641,30,Female,Bangalore,129835,40,4373,Electronics,2025-10-02
642,45,Female,Hyderabad,92124,7,11335,Furniture,2025-10-03
643,37,Male,Bangalore,88847,38,24741,Groceries,2025-10-04
644,45,Male,Delhi,42432,85,11692,Clothing,2025-10-05
645,25,Female,Delhi,146252,61,48295,Furniture,2025-10-06
646,58,Male,Mumbai,84089,84,46541,Furniture,2025-10-07
647,56,Female,Delhi,75398,3,35057,Furniture,2025-10-08
648,18,Male,Bangalore,119291,51,2447,Clothing,2025-10-09
649,20,Male,Delhi,23321,86,20583,Clothing,2025-10-10
650,30,Female,Hyderabad,101348,47,23765,Sports,2025-10-11
651,45,Male,Mumbai,57383,68,24906,Sports,2025-10-12
652,42,Female,Bangalore,133816,92,20567,Electronics,2025-10-13
653,50,Male,Mumbai,98682,76,15139,Clothing,2025-10-14
654,55,Female,Bangalore,143053,38,47525,Clothing,2025-10-15
655,23,Female,Hyderabad,99190,36,39230,Clothing,2025-10-16
656,61,Male,Mumbai,72893,41,20520,Sports,2025-10-17
657,62,Female,Chennai,55820,69,20702,Furniture,2025-10-18
658,49,Male,Bangalore,141262,13,26566,Groceries,2025-10-19
659,62,Male,Chennai,86262,87,8657,Sports,2025-10-20
660,64,Male,Mumbai,23760,58,38688,Clothing,2025-10-21
661,38,Female,Chennai,42190,50,31134,Sports,2025-10-22
662,33,Female,Chennai,87411,30,11345,Electronics,2025-10-23
663,38,Male,Mumbai,43377,62,42185,Clothing,2025-10-24
664,28,Male,Hyderabad,66737,25,28413,Electronics,2025-10-25
665,54,Female,Chennai,89569,27,6208,Clothing,2025-10-26
666,53,Male,Chennai,58211,51,34455,Sports,2025-10-27
667,52,Male,Hyderabad,102909,78,29018,Furniture,2025-10-28
668,36,Female,Chennai,23744,57,46991,Groceries,2025-10-29
669,37,Male,Chennai,145566,47,9080,Electronics,2025-10-30
670,35,Female,Chennai,44995,100,22902,Sports,2025-10-31
671,64,Male,Delhi,36977,39,10486,Furniture,2025-11-01
672,58,Female,Hyderabad,149508,16,39862,Sports,2025-11-02
673,31,Male,Chennai,117938,22,22158,Electronics,2025-11-03
674,32,Male,Hyderabad,54542,85,41460,Groceries,2025-11-04
675,48,Female,Bangalore,30651,54,44856,Sports,2025-11-05
676,18,Male,Bangalore,119239,21,36871,Clothing,2025-11-06
677,20,Female,Chennai,98931,72,36208,Furniture,2025-11-07
678,33,Male,Hyderabad,115344,16,21519,Sports,2025-11-08
679,40,Female,Hyderabad,122112,59,32379,Furniture,2025-11-09
680,28,Female,Hyderabad,36715,31,29378,Clothing,2025-11-10
681,29,Female,Delhi,64409,42,40892,Groceries,2025-11-11
682,27,Female,Bangalore,44306,74,15031,Groceries,2025-11-12
683,49,Male,Hyderabad,39086,32,15536,Clothing,2025-11-13
684,33,Male,Hyderabad,34376,59,1446,Furniture,2025-11-14
685,25,Female,Delhi,81350,34,37683,Sports,2025-11-15
686,55,Female,Delhi,91425,9,49555,Clothing,2025-11-16
687,29,Female,Hyderabad,123358,81,18618,Electronics,2025-11-17
688,41,Male,Mumbai,56636,11,7587,Furniture,2025-11-18
689,45,Male,Hyderabad,106120,96,32480,Groceries,2025-11-19
690,25,Male,Hyderabad,134889,10,33994,Clothing,2025-11-20
691,45,Male,Delhi,71649,86,21527,Groceries,2025-11-21
692,53,Female,Delhi,54610,17,24569,Furniture,2025-11-22
693,43,Female,Hyderabad,30058,68,12151,Groceries,2025-11-23
694,25,Female,Hyderabad,144876,48,6558,Clothing,2025-11-24
695,45,Male,Hyderabad,148265,52,45739,Furniture,2025-11-25
696,45,Male,Delhi,94637,25,33954,Electronics,2025-11-26
697,54,Male,Hyderabad,98033,21,48448,Clothing,2025-11-27
698,58,Female,Hyderabad,90194,65,48327,Sports,2025-11-28
699,53,Female,Chennai,96917,63,44837,Clothing,2025-11-29
700,44,Male,Mumbai,84200,89,36303,Furniture,2025-11-30
701,34,Female,Bangalore,125848,51,35700,Clothing,2025-12-01
702,26,Male,Mumbai,126022,36,28500,Electronics,2025-12-02
703,50,Male,Chennai,66619,81,3032,Electronics,2025-12-03
704,37,Female,Bangalore,37154,88,2252,Sports,2025-12-04
705,30,Male,Hyderabad,39539,66,6509,Groceries,2025-12-05
706,45,Female,Chennai,145381,15,38842,Furniture,2025-12-06
707,46,Male,Hyderabad,80058,96,14900,Furniture,2025-12-07
708,30,Female,Delhi,82068,39,15523,Groceries,2025-12-08
709,63,Female,Chennai,97313,70,2881,Electronics,2025-12-09
710,52,Female,Delhi,119932,1,34037,Electronics,2025-12-10
711,23,Male,Chennai,50373,23,2630,Clothing,2025-12-11
712,35,Male,Chennai,53154,39,21789,Sports,2025-12-12
713,22,Female,Delhi,26031,57,23523,Sports,2025-12-13
714,64,Female,Bangalore,113533,81,18958,Sports,2025-12-14
715,42,Male,Mumbai,91975,34,47151,Clothing,2025-12-15
716,19,Male,Hyderabad,42785,41,49920,Sports,2025-12-16
717,27,Male,Chennai,98928,93,44852,Groceries,2025-12-17
718,47,Female,Hyderabad,138696,73,2695,Clothing,2025-12-18
719,62,Male,Delhi,48669,13,15821,Groceries,2025-12-19
720,22,Male,Hyderabad,114475,70,4262,Clothing,2025-12-20
721,50,Female,Delhi,137154,6,2445,Sports,2025-12-21
722,18,Male,Hyderabad,22282,84,17436,Groceries,2025-12-22
723,35,Male,Mumbai,54624,52,10949,Groceries,2025-12-23
724,49,Male,Mumbai,68438,3,24963,Groceries,2025-12-24
725,64,Female,Mumbai,109900,81,30932,Clothing,2025-12-25
726,28,Female,Mumbai,87534,63,7901,Furniture,2025-12-26
727,38,Female,Mumbai,51705,49,34487,Sports,2025-12-27
728,43,Female,Mumbai,58244,76,9597,Groceries,2025-12-28
729,42,Female,Delhi,94964,47,7855,Furniture,2025-12-29
730,39,Female,Chennai,57437,55,19678,Sports,2025-12-30
731,44,Female,Hyderabad,97872,64,9263,Sports,2025-12-31
732,30,Male,Mumbai,94878,65,48288,Groceries,2026-01-01
733,50,Male,Delhi,139006,81,26805,Groceries,2026-01-02
734,51,Female,Delhi,125368,67,27143,Clothing,2026-01-03
735,58,Male,Delhi,92982,90,12874,Furniture,2026-01-04
736,52,Male,Chennai,70583,15,28529,Furniture,2026-01-05
737,18,Female,Hyderabad,58392,100,21866,Groceries,2026-01-06
738,38,Male,Chennai,27461,32,15079,Sports,2026-01-07
739,23,Male,Bangalore,120123,96,8243,Groceries,2026-01-08
740,45,Male,Delhi,30516,68,30872,Sports,2026-01-09
741,34,Male,Bangalore,99285,18,10018,Sports,2026-01-10
742,22,Male,Mumbai,37514,83,13100,Groceries,2026-01-11
743,48,Female,Mumbai,148657,43,20800,Electronics,2026-01-12
744,22,Female,Chennai,141251,35,27910,Furniture,2026-01-13
745,55,Female,Hyderabad,120962,78,30437,Sports,2026-01-14
746,20,Male,Bangalore,56268,58,38588,Sports,2026-01-15
747,40,Female,Hyderabad,110486,33,12001,Electronics,2026-01-16
748,54,Male,Chennai,120424,14,47675,Clothing,2026-01-17
749,54,Male,Mumbai,56788,34,20942,Electronics,2026-01-18
750,27,Male,Hyderabad,95749,61,21862,Electronics,2026-01-19
751,27,Male,Hyderabad,81049,4,12669,Sports,2026-01-20
752,36,Female,Mumbai,82493,88,16916,Furniture,2026-01-21
753,34,Female,Bangalore,56027,59,11878,Electronics,2026-01-22
754,38,Male,Mumbai,113547,29,3985,Clothing,2026-01-23
755,31,Female,Hyderabad,62849,83,33369,Groceries,2026-01-24
756,26,Male,Bangalore,120127,6,9112,Electronics,2026-01-25
757,63,Female,Bangalore,37858,97,42235,Electronics,2026-01-26
758,18,Female,Mumbai,104162,49,19931,Clothing,2026-01-27
759,62,Male,Hyderabad,99003,40,28340,Furniture,2026-01-28
760,30,Female,Chennai,72395,83,1336,Electronics,2026-01-29
761,21,Male,Hyderabad,59758,65,43933,Electronics,2026-01-30
762,18,Female,Delhi,74312,69,20363,Furniture,2026-01-31
763,57,Male,Chennai,88670,27,46536,Clothing,2026-02-01
764,49,Male,Bangalore,136758,80,4968,Electronics,2026-02-02
765,51,Female,Chennai,102279,6,34678,Furniture,2026-02-03
766,45,Female,Bangalore,35434,13,49400,Electronics,2026-02-04
767,48,Male,Bangalore,84047,64,17279,Groceries,2026-02-05
768,25,Female,Chennai,67775,62,4129,Sports,2026-02-06
769,56,Female,Bangalore,95769,99,39215,Groceries,2026-02-07
770,43,Male,Bangalore,134682,19,39897,Electronics,2026-02-08
771,51,Male,Delhi,86677,76,6850,Clothing,2026-02-09
772,20,Female,Hyderabad,103555,80,21588,Sports,2026-02-10
773,29,Male,Hyderabad,148379,43,41214,Groceries,2026-02-11
774,18,Male,Delhi,105920,74,12949,Furniture,2026-02-12
775,61,Male,Chennai,128439,89,9519,Clothing,2026-02-13
776,22,Female,Mumbai,65734,20,27375,Groceries,2026-02-14
777,47,Female,Mumbai,121665,95,34082,Furniture,2026-02-15
778,47,Male,Mumbai,108503,68,12737,Electronics,2026-02-16
779,34,Female,Delhi,60603,44,2134,Furniture,2026-02-17
780,64,Male,Delhi,96708,23,11938,Groceries,2026-02-18
781,40,Female,Bangalore,101926,2,25486,Groceries,2026-02-19
782,32,Male,Mumbai,88803,22,49356,Electronics,2026-02-20
783,54,Male,Chennai,59332,57,27096,Furniture,2026-02-21
784,38,Female,Chennai,111703,72,42115,Furniture,2026-02-22
785,31,Male,Mumbai,41312,7,6592,Electronics,2026-02-23
786,19,Female,Mumbai,113376,78,19108,Furniture,2026-02-24
787,28,Female,Mumbai,104526,56,18270,Electronics,2026-02-25
788,56,Male,Delhi,64179,67,28649,Clothing,2026-02-26
789,55,Male,Delhi,91442,16,11997,Groceries,2026-02-27
790,51,Female,Delhi,134332,83,34489,Clothing,2026-02-28
791,55,Male,Hyderabad,137961,51,10104,Sports,2026-03-01
792,51,Male,Chennai,60379,82,1870,Sports,2026-03-02
793,35,Male,Chennai,37297,80,29684,Sports,2026-03-03
794,47,Male,Bangalore,22011,72,40519,Electronics,2026-03-04
795,32,Male,Delhi,136130,97,35524,Furniture,2026-03-05
796,44,Female,Hyderabad,140234,12,31957,Clothing,2026-03-06
797,51,Female,Hyderabad,64014,53,34885,Clothing,2026-03-07
798,55,Male,Chennai,132094,75,45369,Clothing,2026-03-08
799,50,Male,Delhi,31738,5,36596,Clothing,2026-03-09
800,41,Male,Bangalore,114333,27,30866,Sports,2026-03-10
801,32,Female,Delhi,67498,12,31676,Clothing,2026-03-11
802,47,Male,Mumbai,147792,17,48764,Furniture,2026-03-12
803,59,Female,Delhi,31120,6,14878,Sports,2026-03-13
804,34,Female,Mumbai,136517,97,40760,Clothing,2026-03-14
805,22,Female,Mumbai,28767,5,28559,Electronics,2026-03-15
806,46,Male,Bangalore,42852,57,47546,Groceries,2026-03-16
807,21,Female,Chennai,99239,28,7771,Groceries,2026-03-17
808,27,Male,Delhi,20929,78,17526,Groceries,2026-03-18
809,34,Female,Mumbai,97487,69,30896,Sports,2026-03-19
810,27,Male,Delhi,138387,59,32923,Clothing,2026-03-20
811,34,Female,Chennai,111575,33,37203,Sports,2026-03-21
812,37,Male,Chennai,146155,62,40390,Furniture,2026-03-22
813,41,Female,Hyderabad,134149,50,13852,Electronics,2026-03-23
814,22,Male,Chennai,115040,19,48574,Electronics,2026-03-24
815,51,Male,Bangalore,37438,86,44391,Groceries,2026-03-25
816,23,Male,Mumbai,68515,69,2848,Groceries,2026-03-26
817,19,Male,Hyderabad,25744,66,32027,Groceries,2026-03-27
818,30,Female,Bangalore,103820,94,36464,Clothing,2026-03-28
819,60,Female,Delhi,62417,47,35485,Furniture,2026-03-29
820,60,Male,Mumbai,125284,39,20456,Furniture,2026-03-30
821,28,Female,Chennai,27069,68,10259,Furniture,2026-03-31
822,64,Male,Mumbai,62359,33,36554,Furniture,2026-04-01
823,40,Male,Delhi,39799,13,47922,Groceries,2026-04-02
824,33,Female,Hyderabad,118746,84,14409,Electronics,2026-04-03
825,48,Male,Hyderabad,113762,54,4791,Groceries,2026-04-04
826,28,Male,Hyderabad,140906,7,26864,Furniture,2026-04-05
827,33,Female,Chennai,90188,79,37639,Groceries,2026-04-06
828,25,Male,Bangalore,109859,87,35574,Furniture,2026-04-07
829,21,Male,Bangalore,142521,14,18888,Sports,2026-04-08
830,57,Male,Mumbai,127674,87,20692,Electronics,2026-04-09
831,21,Male,Chennai,27597,19,24501,Sports,2026-04-10
832,42,Female,Hyderabad,67093,54,14304,Clothing,2026-04-11
833,20,Female,Hyderabad,57226,93,28527,Groceries,2026-04-12
834,49,Female,Delhi,92127,20,19074,Clothing,2026-04-13
835,20,Male,Delhi,134650,29,16549,Groceries,2026-04-14
836,44,Male,Hyderabad,111369,24,30963,Sports,2026-04-15
837,46,Female,Hyderabad,97362,82,26920,Furniture,2026-04-16
838,49,Male,Chennai,46417,63,31826,Furniture,2026-04-17
839,36,Male,Bangalore,38693,74,37071,Groceries,2026-04-18
840,38,Male,Delhi,99674,57,17061,Furniture,2026-04-19
841,22,Male,Bangalore,140956,8,29810,Sports,2026-04-20
842,35,Female,Chennai,135598,90,48966,Furniture,2026-04-21
843,45,Female,Hyderabad,139028,62,23800,Sports,2026-04-22
844,59,Female,Bangalore,147517,29,44423,Clothing,2026-04-23
845,39,Male,Hyderabad,73161,74,42692,Sports,2026-04-24
846,38,Female,Hyderabad,141316,17,10940,Electronics,2026-04-25
847,23,Female,Mumbai,22169,66,4924,Electronics,2026-04-26
848,18,Male,Bangalore,104092,6,29054,Electronics,2026-04-27
849,22,Male,Bangalore,42052,58,10783,Groceries,2026-04-28
850,58,Female,Hyderabad,91849,69,38253,Groceries,2026-04-29
851,29,Female,Chennai,93851,28,46397,Groceries,2026-04-30
852,43,Female,Mumbai,28036,62,14233,Sports,2026-05-01
853,63,Female,Hyderabad,51778,41,46669,Groceries,2026-05-02
